,#YY,MM,DD,hh,mm,WDIR,WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
42579,2020,10,25,7,40,999,3.8,5.5,0.98,12.9,7.1,164,1014.2,19.1,999.0,12.7,99,99
42585,2020,10,25,8,40,999,4.0,5.8,0.87,12.9,6.38,141,1013.9,19.1,999.0,12.4,99,99
42591,2020,10,25,9,40,999,3.8,5.2,0.95,12.9,6.62,149,1013.9,19.2,999.0,12.0,99,99
42597,2020,10,25,10,40,999,4.0,4.9,0.91,12.9,6.64,154,1013.6,18.9,999.0,13.8,99,99
42603,2020,10,25,11,40,999,5.1,6.1,0.93,12.12,6.19,159,1013.4,17.7,999.0,13.6,99,99
42609,2020,10,25,12,40,999,3.3,4.4,0.94,12.9,6.91,170,1013.5,17.5,999.0,14.2,99,99
42615,2020,10,25,13,40,999,4.9,6.5,0.9,13.79,6.16,178,1013.7,17.4,999.0,13.9,99,99
42621,2020,10,25,14,40,999,5.1,6.4,1.01,12.12,6.06,181,1013.8,17.3,999.0,14.3,99,99
42627,2020,10,25,15,40,999,2.5,3.8,0.95,12.9,5.59,153,1014.1,17.5,999.0,13.5,99,99
42633,2020,10,25,16,40,999,1.1,2.1,1.02,12.12,6.45,159,1014.2,18.0,999.0,12.5,99,99
42639,2020,10,25,17,40,999,2.0,3.4,0.98,11.43,6.78,179,1014.1,18.3,999.0,12.0,99,99
42645,2020,10,25,18,40,999,2.0,3.0,0.9,12.12,7.18,167,1013.6,18.4,999.0,12.6,99,99
42651,2020,10,25,19,40,999,2.8,3.8,0.9,12.9,7.3,165,1013.3,18.7,999.0,12.8,99,99
42657,2020,10,25,20,40,999,3.8,4.9,0.9,12.12,7.13,174,1012.8,18.7,999.0,12.7,99,99
42663,2020,10,25,21,40,999,3.7,4.9,1.01,11.43,7.24,163,1012.1,18.8,999.0,12.5,99,99
42669,2020,10,25,22,40,999,5.2,6.8,0.93,12.9,7.11,171,1011.7,18.4,999.0,13.0,99,99
42675,2020,10,25,23,40,999,3.3,4.6,0.87,12.12,6.84,165,1011.7,18.6,999.0,12.3,99,99
42681,2020,10,26,0,40,999,3.3,4.4,0.88,11.43,6.78,161,1011.3,18.6,999.0,12.3,99,99
42687,2020,10,26,1,40,999,4.8,6.5,0.93,12.9,7.17,171,1011.3,18.8,999.0,13.0,99,99
42693,2020,10,26,2,40,999,5.4,7.2,0.89,10.0,6.49,167,1011.9,18.8,999.0,13.1,99,99
42699,2020,10,26,3,40,999,3.9,5.1,0.91,11.43,6.7,167,1012.0,18.7,999.0,12.3,99,99
42705,2020,10,26,4,40,999,5.9,7.5,0.9,10.81,5.71,181,1012.0,18.5,999.0,13.5,99,99
42711,2020,10,26,5,40,999,7.0,8.5,0.96,10.81,5.55,165,1012.6,18.6,999.0,13.5,99,99
42717,2020,10,26,6,40,999,5.8,7.4,1.02,12.12,5.68,181,1012.9,18.6,999.0,11.7,99,99
42723,2020,10,26,7,40,999,4.7,5.9,1.1,12.12,6.05,160,1012.9,18.5,999.0,10.9,99,99
42729,2020,10,26,8,40,999,3.1,4.3,0.99,12.12,5.54,158,1012.8,18.4,999.0,9.9,99,99
42735,2020,10,26,9,40,999,3.8,5.6,0.99,14.81,5.66,152,1013.0,18.5,999.0,11.6,99,99
42741,2020,10,26,10,40,999,4.8,6.4,0.93,9.09,5.87,182,1012.7,18.5,999.0,11.7,99,99
42747,2020,10,26,11,40,999,4.0,5.5,0.93,14.81,6.21,170,1012.8,18.4,999.0,11.9,99,99
42753,2020,10,26,12,40,999,4.3,5.3,0.96,14.81,6.06,181,1013.2,18.5,999.0,12.8,99,99
42759,2020,10,26,13,40,999,5.6,6.9,0.93,14.81,5.68,185,1013.6,18.5,999.0,13.9,99,99
42765,2020,10,26,14,40,999,5.7,7.3,1.06,12.12,5.68,171,1014.1,18.6,999.0,14.8,99,99
42771,2020,10,26,15,40,999,6.4,7.6,0.97,10.81,5.56,172,1015.5,19.2,999.0,11.3,99,99
42777,2020,10,26,16,40,999,7.4,9.0,1.04,11.43,5.1,170,1016.1,19.2,999.0,5.6,99,99
42783,2020,10,26,17,40,999,7.1,8.7,1.04,9.09,4.66,253,1016.3,19.1,999.0,5.3,99,99
42789,2020,10,26,18,40,999,8.4,11.5,1.16,11.43,4.98,199,1016.4,19.1,999.0,3.6,99,99
42795,2020,10,26,19,40,999,8.1,10.1,1.34,12.12,4.89,230,1016.2,19.0,999.0,1.5,99,99
42801,2020,10,26,20,40,999,6.6,8.2,1.77,5.26,5.15,335,1015.4,19.1,999.0,0.1,99,99
42807,2020,10,26,21,40,999,4.0,5.4,1.75,5.88,5.4,346,1015.0,19.3,999.0,999.0,99,99
42813,2020,10,26,22,40,999,3.6,5.4,1.52,6.25,5.57,349,1015.0,19.4,999.0,2.7,99,99
42819,2020,10,26,23,40,999,6.3,8.0,1.41,12.12,5.75,213,1014.9,19.6,999.0,5.8,99,99
42825,2020,10,27,0,40,999,4.4,6.0,1.29,5.56,5.66,326,1015.2,19.9,999.0,4.7,99,99
42831,2020,10,27,1,40,999,6.0,8.2,1.16,13.79,5.74,198,1015.2,19.8,999.0,6.1,99,99
42837,2020,10,27,2,40,999,8.0,10.5,1.15,10.0,5.44,241,1015.7,20.1,999.0,6.3,99,99
42843,2020,10,27,3,40,999,6.8,8.3,1.15,14.81,6.05,177,1016.3,20.4,999.0,5.5,99,99
42849,2020,10,27,4,40,999,7.4,9.0,1.2,14.81,5.35,176,1016.5,20.2,999.0,7.3,99,99
42855,2020,10,27,5,40,999,5.7,7.1,1.15,16.0,5.44,214,1017.2,20.3,999.0,6.6,99,99
42861,2020,10,27,6,40,999,7.5,8.9,1.17,16.0,5.57,250,1017.4,19.6,999.0,12.7,99,99
42867,2020,10,27,7,40,999,7.4,8.9,1.06,13.79,5.24,166,1017.4,19.2,999.0,12.6,99,99
42873,2020,10,27,8,40,999,7.3,8.7,1.28,16.0,5.33,292,1016.9,19.0,999.0,12.5,99,99
42879,2020,10,27,9,40,999,7.0,8.4,1.23,16.0,5.04,243,1016.7,19.0,999.0,12.0,99,99
42885,2020,10,27,10,40,999,5.3,6.4,1.41,16.0,5.41,227,1016.1,18.7,999.0,13.0,99,99
42891,2020,10,27,11,40,999,5.2,6.3,1.22,16.0,5.24,221,1016.0,18.8,999.0,12.5,99,99
42897,2020,10,27,12,40,999,5.5,6.8,1.24,16.0,5.52,263,1016.0,18.9,999.0,14.1,99,99
42903,2020,10,27,13,40,999,5.5,6.8,1.27,16.0,5.43,309,1016.3,19.0,999.0,13.4,99,99
42909,2020,10,27,14,40,999,4.8,6.3,1.21,5.88,5.3,288,1016.8,19.0,999.0,12.9,99,99
42915,2020,10,27,15,40,999,3.9,4.9,1.33,16.0,5.98,263,1017.3,19.1,999.0,14.1,99,99
42921,2020,10,27,16,40,999,3.4,4.1,1.16,16.0,5.95,266,1017.7,19.3,999.0,12.6,99,99
42927,2020,10,27,17,40,999,2.9,3.5,1.03,14.81,5.91,261,1017.6,19.4,999.0,12.5,99,99
42933,2020,10,27,18,40,999,2.2,2.8,1.08,14.81,6.29,240,1017.3,19.4,999.0,12.6,99,99
42939,2020,10,27,19,40,999,1.2,1.8,1.01,14.81,6.26,272,1017.1,19.7,999.0,11.5,99,99
42945,2020,10,27,20,40,999,1.2,2.0,1.12,16.0,6.72,268,1016.3,20.3,999.0,10.4,99,99
42951,2020,10,27,21,40,999,0.6,1.3,1.08,14.81,6.47,247,1016.0,20.9,999.0,9.5,99,99
42957,2020,10,27,22,40,999,1.5,2.4,1.06,14.81,6.6,222,1016.1,20.5,999.0,9.5,99,99
42963,2020,10,27,23,40,999,5.8,7.0,1.09,14.81,7.14,214,1015.6,20.3,999.0,12.3,99,99
42969,2020,10,28,0,40,999,5.5,6.5,1.05,14.81,6.71,241,1015.9,19.9,999.0,13.4,99,99
42975,2020,10,28,1,40,999,5.5,6.4,1.13,13.79,7.13,246,1016.2,19.8,999.0,12.4,99,99
42981,2020,10,28,2,40,999,4.7,5.5,0.96,14.81,6.42,221,1016.4,19.8,999.0,13.2,99,99
42987,2020,10,28,3,40,999,3.9,4.9,0.97,13.79,6.86,250,1016.9,19.8,999.0,13.9,99,99
42993,2020,10,28,4,40,999,3.1,3.9,0.99,13.79,6.93,260,1017.4,19.8,999.0,12.6,99,99
42999,2020,10,28,5,40,999,3.6,4.5,1.08,14.81,6.94,272,1018.0,19.8,999.0,12.4,99,99
43005,2020,10,28,6,40,999,2.1,2.9,1.03,13.79,6.88,234,1018.5,20.0,999.0,12.2,99,99
43011,2020,10,28,7,40,999,1.3,1.9,0.96,13.79,6.62,265,1018.5,19.6,999.0,13.3,99,99
43017,2020,10,28,8,40,999,0.9,1.4,1.06,13.79,6.55,278,1018.2,19.4,999.0,13.7,99,99
43023,2020,10,28,9,40,999,1.3,1.7,0.92,13.79,6.02,287,1017.7,19.1,999.0,14.7,99,99
43029,2020,10,28,10,40,999,2.3,3.0,1.02,14.81,6.71,228,1017.3,19.0,999.0,14.6,99,99
43035,2020,10,28,11,40,999,2.1,3.1,1.17,13.79,7.69,250,1017.2,18.9,999.0,15.4,99,99
43041,2020,10,28,12,40,999,1.4,1.9,0.99,14.81,7.14,224,1017.6,18.7,999.0,14.2,99,99
43047,2020,10,28,13,40,999,1.9,2.7,0.96,14.81,7.44,249,1017.9,18.7,999.0,14.8,99,99
43053,2020,10,28,14,40,999,1.0,1.5,1.04,13.79,8.04,244,1018.1,18.6,999.0,15.0,99,99
43059,2020,10,28,15,40,999,1.8,2.4,0.98,12.9,7.68,268,1018.3,18.8,999.0,14.9,99,99
43065,2020,10,28,16,40,999,1.1,1.8,0.95,13.79,7.74,236,1018.8,19.0,999.0,14.5,99,99
43071,2020,10,28,17,40,999,0.7,1.1,0.97,13.79,8.17,221,1018.7,19.4,999.0,14.0,99,99
43077,2020,10,28,18,40,999,2.4,3.0,0.83,14.81,7.19,213,1018.1,19.4,999.0,12.4,99,99
43083,2020,10,28,19,40,999,2.1,2.9,0.86,12.9,6.97,248,1017.7,19.3,999.0,13.5,99,99
43089,2020,10,28,20,40,999,3.3,4.2,0.84,13.79,6.97,230,1016.7,19.4,999.0,13.5,99,99
43095,2020,10,28,21,40,999,3.5,4.4,0.87,13.79,7.12,235,1016.0,19.3,999.0,15.2,99,99
43101,2020,10,28,22,40,999,5.3,6.4,0.83,14.81,6.83,199,1015.5,19.3,999.0,15.5,99,99
43107,2020,10,28,23,40,999,5.9,7.4,0.9,13.79,6.36,207,1015.2,19.5,999.0,15.3,99,99
43113,2020,10,29,0,40,999,6.1,7.2,0.85,12.12,5.47,267,1015.1,19.3,999.0,15.9,99,99
43119,2020,10,29,1,40,999,5.7,7.0,0.84,12.9,5.05,281,1015.4,19.2,999.0,15.6,99,99
43125,2020,10,29,2,40,999,5.9,7.1,0.98,13.79,5.38,203,1016.0,19.3,999.0,14.7,99,99
43131,2020,10,29,3,40,999,4.8,6.0,0.88,13.79,5.41,217,1016.4,19.4,999.0,13.4,99,99
43137,2020,10,29,4,40,999,5.3,6.4,0.8,12.9,4.96,232,1016.7,19.0,999.0,15.9,99,99
43143,2020,10,29,5,40,999,4.9,5.7,0.9,12.9,5.23,258,1016.9,19.1,999.0,14.1,99,99
43149,2020,10,29,6,40,999,4.7,5.6,0.85,12.9,5.31,235,1016.7,18.9,999.0,13.9,99,99
43155,2020,10,29,7,40,999,5.4,6.3,0.82,12.9,5.22,235,1016.3,19.0,999.0,14.0,99,99
43161,2020,10,29,8,40,999,5.2,6.2,0.81,13.79,5.24,169,1016.0,18.9,999.0,14.1,99,99
43167,2020,10,29,9,40,999,4.6,5.8,0.79,12.12,4.74,194,1015.7,18.8,999.0,14.2,99,99
43173,2020,10,29,10,40,999,4.9,6.1,0.79,11.43,5.28,257,1015.2,18.7,999.0,14.7,99,99
43179,2020,10,29,11,40,999,4.1,5.1,0.74,13.79,5.2,169,1015.1,18.6,999.0,14.8,99,99
43185,2020,10,29,12,40,999,2.4,3.2,0.75,12.9,5.88,216,1015.7,18.6,999.0,15.3,99,99
43191,2020,10,29,13,40,999,3.3,4.4,0.72,12.12,6.11,269,1015.7,18.5,999.0,15.3,99,99
43197,2020,10,29,14,40,999,3.5,4.3,0.72,13.79,5.98,221,1016.3,18.7,999.0,14.9,99,99
43203,2020,10,29,15,40,999,4.1,4.9,0.68,13.79,5.8,197,1016.9,18.8,999.0,14.8,99,99
43209,2020,10,29,16,40,999,2.8,3.9,0.71,13.79,6.29,205,1017.4,18.8,999.0,15.2,99,99
43215,2020,10,29,17,40,999,2.0,2.7,0.77,10.81,6.56,251,1017.3,18.8,999.0,15.4,99,99
43221,2020,10,29,18,40,999,4.5,5.4,0.77,13.79,6.31,229,1016.6,18.9,999.0,16.0,99,99
43227,2020,10,29,19,40,999,5.8,6.8,0.77,12.9,5.94,236,1015.7,18.9,999.0,16.1,99,99
43233,2020,10,29,20,40,999,3.2,3.9,0.68,12.9,5.62,224,1015.1,19.2,999.0,15.1,99,99
43239,2020,10,29,21,40,999,3.8,4.4,0.66,12.9,5.49,171,1014.3,19.1,999.0,16.0,99,99
43245,2020,10,29,22,40,999,3.9,4.6,0.71,12.12,5.55,239,1013.9,19.3,999.0,16.2,99,99
43251,2020,10,29,23,40,999,3.6,4.4,0.69,12.9,5.46,219,1013.9,19.6,999.0,16.0,99,99
43257,2020,10,30,0,40,999,2.3,3.0,0.68,12.9,5.27,173,1014.0,19.6,999.0,16.6,99,99
43263,2020,10,30,1,40,999,2.5,3.2,0.74,13.79,5.69,171,1014.4,19.3,999.0,16.4,99,99
43269,2020,10,30,2,40,999,2.9,3.5,0.73,12.12,5.99,216,1014.9,19.2,999.0,17.0,99,99
43275,2020,10,30,3,40,999,2.7,3.5,0.71,12.12,5.99,232,1015.3,19.3,999.0,17.0,99,99
43281,2020,10,30,4,40,999,2.1,3.4,0.66,12.9,5.89,213,1015.5,18.9,999.0,16.6,99,99
43287,2020,10,30,5,40,999,1.6,2.2,0.7,13.79,5.61,200,1015.5,18.8,999.0,16.6,99,99
43293,2020,10,30,6,40,999,1.0,1.5,0.7,12.12,5.6,179,1015.5,18.8,999.0,16.6,99,99
43299,2020,10,30,7,40,999,0.0,0.3,0.69,12.12,5.85,205,1015.3,18.5,999.0,16.6,99,99
43305,2020,10,30,8,40,999,0.6,1.3,0.68,13.79,5.34,216,1015.1,18.5,999.0,16.6,99,99
43311,2020,10,30,9,40,999,0.2,1.1,0.73,12.9,5.74,232,1014.8,18.6,999.0,16.7,99,99
43317,2020,10,30,10,40,999,1.5,1.9,0.71,12.12,5.73,222,1014.5,18.7,999.0,17.0,99,99
43323,2020,10,30,11,40,999,2.7,3.4,0.74,12.9,5.72,197,1014.3,18.6,999.0,17.2,99,99
43329,2020,10,30,12,40,999,2.1,2.7,0.75,12.9,6.0,178,1014.5,18.5,999.0,16.7,99,99
43335,2020,10,30,13,40,999,2.3,3.1,0.75,12.9,5.87,182,1014.9,18.4,999.0,16.8,99,99
43341,2020,10,30,14,40,999,1.8,2.8,0.71,12.12,5.87,254,1015.3,18.5,999.0,16.9,99,99
43347,2020,10,30,15,40,999,1.1,1.7,0.71,12.9,5.92,180,1015.8,18.9,999.0,16.6,99,99
43353,2020,10,30,16,40,999,0.3,0.6,0.7,12.12,6.27,217,1016.0,19.4,999.0,16.7,99,99
43359,2020,10,30,17,40,999,0.8,1.4,0.76,12.12,6.32,212,1016.0,19.1,999.0,16.6,99,99
43365,2020,10,30,18,40,999,0.3,0.9,0.74,13.79,6.23,192,1015.9,19.5,999.0,16.4,99,99
43371,2020,10,30,19,40,999,0.7,1.4,0.76,13.79,6.14,183,1015.2,19.3,999.0,16.5,99,99
43377,2020,10,30,20,40,999,2.8,3.5,0.74,12.9,5.92,229,1014.3,19.6,999.0,17.1,99,99
43383,2020,10,30,21,40,999,4.9,5.5,0.74,12.9,5.91,235,1013.6,19.5,999.0,17.4,99,99
43389,2020,10,30,22,40,999,4.7,5.4,0.7,12.12,5.83,222,1013.2,19.7,999.0,17.2,99,99
43395,2020,10,30,23,40,999,4.7,5.7,0.76,12.12,5.41,210,1013.1,19.7,999.0,16.7,99,99
43401,2020,10,31,0,40,999,4.6,5.4,0.73,12.12,5.28,168,1012.9,19.8,999.0,17.5,99,99
43407,2020,10,31,1,40,999,3.5,4.1,0.69,11.43,5.36,227,1013.4,19.3,999.0,17.5,99,99
43413,2020,10,31,2,40,999,1.4,2.6,0.68,12.12,5.23,157,1014.5,18.8,999.0,17.2,99,99
43419,2020,10,31,3,40,999,1.1,1.8,0.75,17.39,5.78,246,1014.7,18.7,999.0,16.6,99,99
43425,2020,10,31,4,40,999,1.9,2.4,0.76,12.9,5.6,199,1015.1,18.6,999.0,16.7,99,99
43431,2020,10,31,5,40,999,1.5,2.2,0.7,12.9,5.45,200,1015.5,18.5,999.0,16.6,99,99
43437,2020,10,31,6,40,999,0.4,0.8,0.77,12.12,5.45,188,1015.5,18.4,999.0,16.6,99,99
43443,2020,10,31,7,40,999,0.0,0.3,0.85,5.88,5.72,283,1015.0,18.3,999.0,16.7,99,99
43449,2020,10,31,8,40,999,1.2,1.7,0.83,12.12,5.71,163,1015.0,18.3,999.0,16.7,99,99
43455,2020,10,31,9,40,999,2.1,3.0,0.82,5.88,5.58,285,1015.0,18.4,999.0,17.0,99,99
43461,2020,10,31,10,40,999,1.6,2.3,0.84,5.88,5.52,280,1014.8,18.3,999.0,16.8,99,99
43467,2020,10,31,11,40,999,2.1,3.4,0.84,17.39,5.44,123,1014.8,18.4,999.0,16.7,99,99
43473,2020,10,31,12,40,999,2.4,3.3,0.87,16.0,5.72,214,1015.1,18.4,999.0,16.4,99,99
43479,2020,10,31,13,40,999,1.9,3.8,0.81,5.88,5.69,275,1015.5,18.3,999.0,16.2,99,99
43485,2020,10,31,14,40,999,2.0,3.9,0.79,13.79,5.64,244,1016.0,17.2,999.0,15.4,99,99
43491,2020,10,31,15,40,999,1.3,2.7,0.86,6.25,5.77,281,1016.6,17.4,999.0,15.2,99,99
43497,2020,10,31,16,40,999,1.5,2.4,0.89,5.88,6.04,281,1016.8,17.3,999.0,15.1,99,99
43503,2020,10,31,17,40,999,2.3,3.0,0.86,6.67,6.06,279,1016.7,17.7,999.0,15.5,99,99
43509,2020,10,31,18,40,999,0.8,1.8,0.88,16.0,6.18,212,1016.7,18.3,999.0,15.7,99,99
43515,2020,10,31,19,40,999,2.2,3.2,0.8,16.0,5.79,166,1016.4,18.6,999.0,16.5,99,99
43521,2020,10,31,20,40,999,2.8,3.8,0.82,16.0,5.66,186,1015.7,19.1,999.0,17.1,99,99
43527,2020,10,31,21,40,999,3.0,3.7,0.78,16.0,5.61,178,1015.2,19.2,999.0,17.1,99,99
43533,2020,10,31,22,40,999,3.2,3.8,0.81,17.39,5.87,232,1015.2,19.6,999.0,17.5,99,99
43539,2020,10,31,23,40,999,4.6,5.5,0.85,16.0,5.74,195,1014.7,19.5,999.0,17.6,99,99
43545,2020,11,1,0,40,999,0.7,1.1,0.87,16.0,5.79,190,1015.6,19.6,999.0,17.8,99,99
43551,2020,11,1,1,40,999,2.1,3.1,0.77,16.0,5.67,239,1015.7,19.3,999.0,17.8,99,99
43557,2020,11,1,2,40,999,0.6,0.9,0.77,16.0,5.85,156,1016.4,19.0,999.0,17.4,99,99
43563,2020,11,1,3,40,999,0.3,0.9,0.71,16.0,6.13,196,1016.7,18.8,999.0,17.4,99,99
43569,2020,11,1,4,40,999,2.4,3.0,0.76,16.0,6.39,170,1017.0,19.0,999.0,17.4,99,99
43575,2020,11,1,5,40,999,3.1,3.8,0.73,16.0,6.42,187,1017.5,19.0,999.0,17.4,99,99
43581,2020,11,1,6,40,999,2.2,2.9,0.72,14.81,6.23,201,1017.3,18.9,999.0,17.3,99,99
43587,2020,11,1,7,40,999,2.5,3.0,0.68,16.0,6.34,201,1017.2,18.9,999.0,17.4,99,99
43593,2020,11,1,8,40,999,2.1,2.9,0.67,16.0,6.48,201,1017.1,18.9,999.0,17.4,99,99
43599,2020,11,1,9,40,999,3.3,4.0,0.7,16.0,6.91,178,1017.2,19.1,999.0,17.7,99,99
43605,2020,11,1,10,40,999,4.6,5.4,0.8,14.81,6.51,178,1016.7,19.3,999.0,18.0,99,99
43611,2020,11,1,11,40,999,2.0,2.9,0.73,14.81,6.9,211,1017.1,19.2,999.0,17.9,99,99
43617,2020,11,1,12,40,999,0.5,1.9,0.72,14.81,6.64,173,1017.4,19.1,999.0,17.3,99,99
43623,2020,11,1,13,40,999,1.1,1.8,0.68,14.81,7.11,190,1017.9,19.1,999.0,17.4,99,99
43629,2020,11,1,14,40,999,1.4,2.2,0.8,16.0,7.67,182,1018.5,19.1,999.0,17.4,99,99
43635,2020,11,1,15,40,999,2.2,3.2,0.73,14.81,7.46,192,1018.9,19.1,999.0,17.4,99,99
43641,2020,11,1,16,40,999,2.6,3.3,0.67,16.0,7.67,184,1019.3,19.3,999.0,17.5,99,99
43647,2020,11,1,17,40,999,1.6,2.4,0.72,14.81,7.58,197,1019.6,19.3,999.0,17.4,99,99
43653,2020,11,1,18,40,999,2.7,3.3,0.68,14.81,7.19,184,1019.6,19.2,999.0,17.4,99,99
43659,2020,11,1,19,40,999,2.7,3.3,0.79,14.81,7.94,206,1019.2,19.3,999.0,17.3,99,99
43665,2020,11,1,20,40,999,4.1,5.0,0.76,14.81,7.65,194,1018.3,19.0,999.0,17.5,99,99
43671,2020,11,1,21,40,999,3.4,4.4,0.73,14.81,7.63,175,1017.8,18.2,999.0,17.2,99,99
43677,2020,11,1,22,40,999,4.1,4.9,0.74,14.81,7.47,187,1017.6,18.8,999.0,17.8,99,99
43683,2020,11,1,23,40,999,4.6,5.5,0.75,14.81,7.27,192,1017.4,19.2,999.0,17.6,99,99
43689,2020,11,2,0,40,999,2.7,3.4,0.85,14.81,7.47,174,1017.5,19.2,999.0,17.6,99,99
43695,2020,11,2,1,40,999,2.9,3.5,0.73,14.81,6.64,175,1017.6,19.3,999.0,17.4,99,99
43701,2020,11,2,2,40,999,1.6,2.3,0.71,14.81,6.5,211,1018.2,19.4,999.0,17.7,99,99
43707,2020,11,2,3,40,999,1.6,2.2,0.88,14.81,7.62,185,1018.2,19.4,999.0,17.8,99,99
43713,2020,11,2,4,40,999,3.0,3.7,0.78,13.79,7.56,189,1018.1,19.3,999.0,17.8,99,99
43719,2020,11,2,5,40,999,2.6,3.3,0.78,12.12,7.45,218,1018.3,19.3,999.0,17.5,99,99
43725,2020,11,2,6,40,999,2.3,2.8,0.76,14.81,7.38,171,1017.8,19.3,999.0,17.6,99,99
43731,2020,11,2,7,40,999,2.6,3.2,0.75,13.79,7.1,192,1018.0,19.3,999.0,17.4,99,99
43737,2020,11,2,8,40,999,3.3,4.0,0.78,13.79,7.81,172,1018.0,19.3,999.0,17.7,99,99
43743,2020,11,2,9,40,999,3.1,3.9,0.82,14.81,8.13,198,1017.8,19.1,999.0,17.4,99,99
43749,2020,11,2,10,40,999,2.8,3.6,0.81,13.79,7.89,192,1017.7,19.3,999.0,16.5,99,99
43755,2020,11,2,11,40,999,3.3,3.9,0.87,14.81,7.89,175,1017.7,19.3,999.0,17.1,99,99
43761,2020,11,2,12,40,999,3.1,3.8,0.79,14.81,6.94,166,1017.9,18.1,999.0,17.2,99,99
43767,2020,11,2,13,40,999,2.9,3.7,0.77,14.81,6.8,180,1018.3,18.3,999.0,17.6,99,99
43773,2020,11,2,14,40,999,3.2,4.6,0.84,13.79,7.39,167,1018.5,18.7,999.0,17.4,99,99
43779,2020,11,2,15,40,999,3.4,4.1,0.81,13.79,7.31,189,1018.9,18.9,999.0,16.9,99,99
43785,2020,11,2,16,40,999,4.6,5.3,0.76,16.0,6.9,181,1019.1,18.9,999.0,16.7,99,99
43791,2020,11,2,17,40,999,2.4,3.5,0.78,19.05,7.61,251,1019.1,19.0,999.0,16.8,99,99
43797,2020,11,2,18,40,999,2.4,3.2,0.8,13.79,7.67,187,1019.0,18.9,999.0,16.4,99,99
43803,2020,11,2,19,40,999,3.3,4.3,0.84,19.05,8.25,261,1018.3,19.1,999.0,16.5,99,99
43809,2020,11,2,20,40,999,4.6,5.7,0.71,13.79,7.06,203,1017.2,18.9,999.0,16.3,99,99
43815,2020,11,2,21,40,999,5.2,6.5,0.88,19.05,7.24,276,1016.4,18.8,999.0,16.2,99,99
43821,2020,11,2,22,40,999,5.9,6.9,0.91,19.05,6.26,285,1016.6,19.0,999.0,16.3,99,99
43827,2020,11,2,23,40,999,5.4,6.6,0.91,17.39,5.97,271,1016.3,18.8,999.0,16.3,99,99
43833,2020,11,3,0,40,999,4.9,5.7,0.9,13.79,5.79,189,1016.3,18.6,999.0,16.1,99,99
43839,2020,11,3,1,40,999,4.1,5.1,0.98,17.39,6.06,231,1016.5,18.4,999.0,16.3,99,99
43845,2020,11,3,2,40,999,4.0,4.9,1.06,17.39,6.76,228,1016.7,18.3,999.0,16.1,99,99
43851,2020,11,3,3,40,999,3.7,4.5,1.06,17.39,6.86,258,1016.8,18.8,999.0,16.6,99,99
43857,2020,11,3,4,40,999,3.0,3.9,0.91,17.39,6.52,260,1016.9,18.6,999.0,16.2,99,99
43863,2020,11,3,5,40,999,2.6,3.7,0.83,13.79,6.6,203,1017.4,18.2,999.0,15.7,99,99
43869,2020,11,3,6,40,999,3.5,5.0,0.87,17.39,7.3,265,1017.2,18.2,999.0,15.5,99,99
43875,2020,11,3,7,40,999,2.7,4.4,0.88,17.39,7.1,266,1016.9,17.6,999.0,14.9,99,99
43881,2020,11,3,8,40,999,2.3,4.8,0.77,17.39,6.72,255,1016.8,17.9,999.0,15.2,99,99
43887,2020,11,3,9,40,999,2.8,3.8,0.9,17.39,7.62,241,1016.1,17.8,999.0,15.1,99,99
43893,2020,11,3,10,40,999,1.0,2.8,0.83,17.39,7.49,256,1015.9,17.6,999.0,14.9,99,99
43899,2020,11,3,11,40,999,1.8,3.5,0.87,17.39,7.46,277,1015.7,17.5,999.0,14.5,99,99
43905,2020,11,3,12,40,999,1.6,3.0,0.97,17.39,8.01,288,1015.3,17.4,999.0,14.3,99,99
43911,2020,11,3,13,40,999,0.5,1.3,0.85,16.0,6.64,259,1015.5,17.4,999.0,14.5,99,99
43917,2020,11,3,14,40,999,2.7,4.5,0.92,16.0,7.34,267,1016.1,17.5,999.0,14.3,99,99
43923,2020,11,3,15,40,999,3.4,5.1,0.99,16.0,8.13,252,1017.4,17.7,999.0,14.4,99,99
43929,2020,11,3,16,40,999,3.8,6.0,0.98,16.0,7.77,269,1017.4,17.8,999.0,14.2,99,99
43935,2020,11,3,17,40,999,3.4,4.7,0.9,16.0,7.35,280,1017.4,17.8,999.0,14.2,99,99
43941,2020,11,3,18,40,999,2.1,4.5,0.88,16.0,7.54,259,1017.3,17.9,999.0,14.0,99,99
43947,2020,11,3,19,40,999,2.0,3.0,0.89,16.0,7.9,258,1016.9,18.0,999.0,14.2,99,99
43953,2020,11,3,20,40,999,1.1,2.5,0.9,16.0,8.62,282,1016.0,18.1,999.0,14.0,99,99
43959,2020,11,3,21,40,999,2.4,3.9,0.98,16.0,7.12,249,1015.3,18.3,999.0,14.5,99,99
43965,2020,11,3,22,40,999,3.2,4.2,1.0,16.0,8.42,283,1014.8,18.3,999.0,14.8,99,99
43971,2020,11,3,23,40,999,4.6,5.6,0.98,14.81,8.17,266,1015.1,18.4,999.0,15.1,99,99
43977,2020,11,4,0,40,999,4.9,5.9,0.99,16.0,7.59,336,1015.4,18.4,999.0,15.6,99,99
43983,2020,11,4,1,40,999,4.8,6.2,0.97,14.81,7.16,271,1015.5,18.2,999.0,15.6,99,99
43989,2020,11,4,2,40,999,4.0,5.7,1.04,14.81,7.52,259,1016.0,18.1,999.0,15.5,99,99
